rate,rate_pct,analysis,metric,baseline_mean,mean,std,ci_lower,ci_upper,preservation_pct,biological_status
0.02,2%,connected_components,scc_max_size,139405.0,139412.4,1.140175425099138,139411.40059217534,139413.39940782465,99.9947,Preserved
0.02,2%,reciprocity,reciprocity,0.12993908079595212,0.12941236019106403,3.116043377572635e-05,0.12938504686659671,0.12943967351553134,99.5946,Preserved
0.05,5%,basic_structure,node_count,158262.0,158262.0,0.0,158262.0,158262.0,100.0,Preserved
0.05,5%,basic_structure,edge_count,3990039.0,4189541.0,0.0,4189541.0,4189541.0,95.2381,Minor Impact
0.05,5%,basic_structure,total_synapses,23556214.0,24146488.6,332.5406742039235,24146197.1152473,24146780.0847527,97.5554,Minor Impact
0.05,5%,basic_structure,weight_mean,5.903755326702321,5.763516480683683,7.937401118755279e-05,5.763446906295296,5.763586055072071,100.0,Preserved
0.05,5%,basic_structure,weight_median,4.0,4.0,0.0,4.0,4.0,100.0,Preserved
0.05,5%,basic_structure,weight_variance,89.45748753848277,85.66422803408375,0.0005101681364841276,85.66378085199555,85.66467521617194,100.0,Preserved
0.05,5%,basic_structure,weight_std,9.45819684392764,9.255497179162019,2.7560261206423316e-05,9.255473021527944,9.255521336796093,100.0,Preserved
0.05,5%,basic_structure,weight_max,913.0,913.0,0.0,913.0,913.0,100.0,Preserved
0.05,5%,basic_structure,weight_min,1.0,1.0,0.0,1.0,1.0,100.0,Preserved
0.05,5%,basic_structure,density,0.00015930396501487044,0.00016726916526188474,0.0,0.00016726916526188474,0.00016726916526188474,95.2381,Minor Impact
0.05,5%,degree_distribution,in_degree_mean,25.21160480721841,26.47218536351114,0.0,26.47218536351114,26.47218536351114,100.0,Preserved
0.05,5%,degree_distribution,in_degree_median,9.0,10.0,0.0,10.0,10.0,100.0,Preserved
0.05,5%,degree_distribution,in_degree_variance,3727.29660036276,3791.135104194122,0.24891688698536135,3790.9169189227437,3791.3532894655004,100.0,Preserved
0.05,5%,degree_distribution,in_degree_std,61.05158966286431,61.5721942188638,0.0020213355015763035,61.57042244017775,61.57396599754985,100.0,Preserved
0.05,5%,degree_distribution,in_degree_max,4707.0,4707.0,0.0,4707.0,4707.0,100.0,Preserved
0.05,5%,degree_distribution,in_degree_min,0.0,0.0,0.0,0.0,0.0,100.0,Preserved
0.05,5%,degree_distribution,out_degree_mean,25.21160480721841,26.47218536351114,0.0,26.47218536351114,26.47218536351114,100.0,Preserved
0.05,5%,degree_distribution,out_degree_median,11.0,12.0,0.0,12.0,12.0,100.0,Preserved
0.05,5%,degree_distribution,out_degree_variance,3364.863849607683,3464.7720985452615,0.4057339530322611,3464.4164570549556,3465.1277400355675,100.0,Preserved
0.05,5%,degree_distribution,out_degree_std,58.007446501356036,58.862314676224685,0.00344644115826837,58.85929373735423,58.86533561509514,100.0,Preserved
